Description,revenue_per_product,Revenue Percentage per Product
CHARLOTTE BAG APPLES DESIGN,5493.81,0.06636222878300033
DOORMAT TOPIARY,5485.31,0.06625955341842538
LANTERN CREAM GAZEBO ,5476.0199999999995,0.06614733528467227
POLKADOT PEN,5475.25,0.06613803410458725
STRAWBERRY CHARLOTTE BAG,5453.99,0.06588122489860332
RED 3 PIECE RETROSPOT CUTLERY SET,5450.13,0.06583459820363165
3 STRIPEY MICE FELTCRAFT,5439.05,0.06570075784604454
SAVE THE PLANET MUG,5428.99,0.06557923853220642
FELTCRAFT PRINCESS OLIVIA DOLL,5427.35,0.06555942822657079
SMALL ZINC HEART WALL ORGANISER,5378.8,0.06497297070302799
RED RETROSPOT PEG BAG,5364.35,0.06479842258325057
CHILDS BREAKFAST SET DOLLY GIRL ,5326.0,0.06433517549719771
WALL ART BIG LOVE ,5319.360000000001,0.0642549679182827
SET 2 TEA TOWELS I LOVE LONDON ,5312.55,0.06417270683207617
BOTANICAL GARDENS WALL CLOCK ,5311.6,0.06416123135015309
PINK BABY BUNTING,5258.66,0.06352174502067098
LUNCH BAG PAISLEY PARK  ,5234.75,0.06323292525984898
PARISIENNE JEWELLERY DRAWER ,5219.02,0.06304291543811205
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5192.22,0.06271918605333457
DOG BOWL CHASING BALL DESIGN,5171.679999999999,0.062471074054702855
LARGE IVORY HEART WALL ORGANISER,5134.66,0.06202389264334232
WOODEN ADVENT CALENDAR CREAM,5085.3,0.06142765076152826
RED RETROSPOT SHOPPER BAG,5077.32,0.06133125671337436
10 COLOUR SPACEBOY PEN,5068.92,0.06122978929426501
CALENDAR PAPER CUT DESIGN,5054.94,0.06106091851817585
WOODEN ADVENT CALENDAR RED,5007.85,0.06049209699843063
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5000.0,0.060397273279382005
CHRISTMAS CRAFT TREE TOP ANGEL,4998.28,0.06037649661737389
3 PIECE SPACEBOY COOKIE CUTTER SET,4996.84,0.060359102202669435
SET OF 5 LUCKY CAT MAGNETS ,4992.52,0.06030691895855605
TREASURE ISLAND BOOK BOX,4984.8,0.06021366556861268
PACK OF 6 PANNETONE GIFT BOXES,4972.48,0.06006484668725228
CLASSIC GLASS COOKIE JAR,4971.05,0.060047573067094386
SMALL IVORY HEART WALL ORGANISER,4966.08,0.05998753817745467
HEART IVORY TRELLIS LARGE,4960.78,0.05992351706777852
RED RETROSPOT BOWL,4953.23,0.05983231718512666
BOX OF VINTAGE JIGSAW BLOCKS ,4934.47,0.05960570661578242
COFFEE MUG PEARS  DESIGN,4926.7,0.05951184925310626
PACK OF 20 NAPKINS PANTRY DESIGN,4920.42,0.059435990277867355
PINK 3 PIECE POLKADOT CUTLERY SET,4916.650000000001,0.05939045073381471
LIGHT GARLAND BUTTERFILES PINK,4912.59,0.05934140814791185
RED RETROSPOT MUG,4910.55,0.05931676606041386
LANDMARK FRAME COVENT GARDEN ,4899.55,0.05918389205919922
BUBBLEGUM RING ASSORTED,4894.83,0.05912687703322348
BLUE SPOT CERAMIC DRAWER KNOB,4874.97,0.058886979063757776
"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,0.05884445938336909
FULL ENGLISH BREAKFAST PLATE,4871.16,0.05884095634151889
WALL ART KEEP CALM ,4853.5,0.05862763317229611
DOORMAT RESPECTABLE HOUSE,4849.29,0.05857677866819487
PHOTO FRAME 3 CLASSIC HANGING,4833.5,0.058386044079178585
HOME SWEET HOME METAL SIGN ,4827.0199999999995,0.0583077692130085
GINGHAM HEART DECORATION,4817.33,0.058190719297393056
RED SPOT CERAMIC DRAWER KNOB,4803.84,0.05802776745408529
SET 3 PAPER VINTAGE CHICK PAPER EGG,4800.4,0.05798621413006907
RED RETROSPOT PLATE ,4796.76,0.05794224491512169
SET OF 4 JAM JAR MAGNETS,4795.13,0.05792255540403261
REGENCY TEA STRAINER,4789.24,0.057851407416109495
WHITE SPOT BLUE CERAMIC DRAWER KNOB,4786.0,0.05781226998302446
ENAMEL MEASURING JUG CREAM,4784.29,0.0577916141155629
SET OF 3 WOODEN HEART DECORATIONS,4732.83,0.0571700053789715
SET/10 BLUE POLKADOT PARTY CANDLES,4732.09,0.057161066582526156
LANDMARK FRAME OXFORD STREET,4730.650000000001,0.0571436721678217
LANDMARK FRAME NOTTING HILL ,4730.65,0.05714367216782169
I'M ON HOLIDAY METAL SIGN,4730.05,0.05713642449502817
FELTCRAFT GIRL AMELIE KIT,4720.18,0.057017200277574676
3 TIER CAKE TIN GREEN AND CREAM,4715.36,0.056958977306133335
WELCOME  WOODEN BLOCK LETTERS,4707.27,0.056861254517967315
HEART IVORY TRELLIS SMALL,4706.28,0.05684929585785798
CERAMIC STRAWBERRY CAKE MONEY BANK,4703.41,0.056814627822995616
DOORMAT AIRMAIL ,4693.75,0.05669794029101985
RECYCLED ACAPULCO MAT TURQUOISE,4686.5,0.056610364244764746
PARTY METAL SIGN ,4682.17,0.0565580602061048
FELTCRAFT DOLL ROSIE,4678.5199999999995,0.05651397019661085
SET OF 12 MINI LOAF BAKING CASES,4659.84,0.05628832598363908
BATH BUILDING BLOCK WORD,4632.63,0.05595964402245268
CERAMIC CAKE STAND + HANGING CAKES,4628.13,0.05590528647650124
LANDMARK FRAME LONDON BRIDGE ,4604.2,0.05561622512658612
HANGING METAL HEART LANTERN,4602.81,0.05559943468461446
SKULL LUNCH BOX WITH CUTLERY ,4599.3,0.055557035798772324
SET OF 6 NATIVITY MAGNETS ,4587.55,0.05541510220656578
NATURAL SLATE RECTANGLE CHALKBOARD,4577.51,0.05529382448182078
5 HOOK HANGER RED MAGIC TOADSTOOL,4576.95,0.055287059987213484
VINTAGE CHRISTMAS TABLECLOTH,4576.02,0.05527582609438353
PACK OF SIX LED TEA LIGHTS,4569.51,0.05519718884457377
TRAVEL CARD WALLET KEEP CALM,4566.9800000000005,0.05516662782429441
ANTIQUE GLASS DRESSING TABLE POT,4551.31,0.05497734276983683
FILIGRIS HEART WITH BUTTERFLY,4536.63,0.05480001637548855
PAPER BUNTING COLOURED LACE,4533.9,0.054767039464278
BISCUIT TIN VINTAGE CHRISTMAS,4521.14,0.05461290562286904
SET OF 5 PANCAKE DAY MAGNETS,4510.7300000000005,0.05448715849990136
TRADTIONAL ALPHABET STAMP SET,4487.4,0.05420534482277976
BLUE VINTAGE SPOT BEAKER,4486.64,0.0541961644372413
PINK PARTY BAGS,4469.02,0.05398332444620476
ADVENT CALENDAR GINGHAM SACK,4466.780000000001,0.05395626646777559
LARGE CERAMIC TOP STORAGE JAR,4463.4,0.05391543791103872
WASHROOM METAL SIGN,4456.57,0.05383293523573908
FRYING PAN UNION FLAG,4444.86,0.053691484821718774
COFFEE MUG CAT + BIRD DESIGN,4418.94,0.053378385357038455
CHILDS BREAKFAST SET CIRCUS PARADE,4416.6,0.05335011943314372
BREAD BIN DINER STYLE PINK,4404.95,0.05320939378640275
CIRCUS PARADE BABY GIFT SET,4393.900000000001,0.05307591581245532
STRAWBERRY   PICNIC BAG,4383.3,0.05294787359310303
PINK VINTAGE SPOT BEAKER,4383.13,0.05294582008581153
BREAD BIN DINER STYLE MINT,4378.41,0.052888805059835786
HEART FILIGREE DOVE LARGE,4370.67,0.05279531008079931
PINK HEART SHAPE EGG FRYING PAN,4348.08,0.05252243520012306
SMALL CHINESE STYLE SCISSOR,4335.76,0.05237361631876266
VICTORIAN SEWING BOX LARGE,4334.48,0.05235815461680313
CHRISTMAS CRAFT WHITE FAIRY ,4318.99,0.05217104386418361
RED RETROSPOT BUTTER DISH,4305.85,0.052012319830005406
SCANDINAVIAN PAISLEY PICNIC BAG,4301.71,0.05196231088773007
RED RETROSPOT WRAP ,4289.24,0.05181168008817128
PINK VINTAGE PAISLEY PICNIC BAG,4284.31,0.051752128376717825
HOT WATER BOTTLE BABUSHKA ,4279.7,0.05169644209075423
ABC TREASURE BOOK BOX ,4272.01,0.05160355108445055
VINYL RECORD FRAME SILVER,4249.69,0.05133393765653138
PANTRY MAGNETIC  SHOPPING LIST,4248.389999999999,0.05131823436547873
GREEN VINTAGE SPOT BEAKER,4246.72,0.051298061676203426
PLAYING CARDS KEEP CALM & CARRY ON,4240.46,0.05122244429005764
CUPCAKE LACE PAPER SET 6,4238.33,0.05119671505164062
PICTURE DOMINOES,4235.59,0.05116361734588353
CAMOUFLAGE LED TORCH,4227.42,0.051064928201345006
LAUNDRY 15C METAL SIGN,4224.5199999999995,0.05102989778284296
BLUE 3 PIECE POLKADOT CUTLERY SET,4213.34,0.05089484947979027
WALL ART ONLY ONE PERSON ,4211.55,0.05087322725595625
SET OF 3 HANGING OWLS OLLIE BEAK,4195.76,0.050682492666939964
WOODEN SKITTLES GARDEN SET,4186.599999999999,0.05057184486229213
EDWARDIAN PARASOL PINK,4184.06,0.05054116304746622
SPACEBOY MINI BACKPACK,4126.2,0.0498422458010772
SET3 BOOK BOX GREEN GINGHAM FLOWER ,4123.05,0.04980419551891119
RIBBON REEL STRIPES DESIGN ,4121.33,0.049783418856903086
VINTAGE CREAM CAT FOOD CONTAINER,4113.639999999999,0.04969052785059938
PACK OF 60 SPACEBOY CAKE CASES,4103.09,0.049563089603979905
CHILDRENS APRON APPLES DESIGN,4097.45,0.04949496147972075
BLACK KITCHEN SCALES,4057.5299999999997,0.04901274964985816
SET OF 36 TEATIME PAPER DOILIES,4054.0299999999997,0.0489704715585626
TREASURE TIN GYMKHANA DESIGN,4045.44,0.048866709043068626
36 PENCILS TUBE RED RETROSPOT,4027.26,0.04864710455742479
12 PENCILS SMALL TUBE RED RETROSPOT,4018.65,0.0485431004528377
FOOT STOOL HOME SWEET HOME ,4010.2,0.04844102906099554
CHARLOTTE BAG DOLLY GIRL DESIGN,4000.4,0.04832265040536795
SET/6 RED SPOTTY PAPER CUPS,3999.09,0.04830682631976876
PHOTO CUBE,3997.9100000000003,0.04829257256327482
ANTIQUE SILVER TEA GLASS ETCHED,3993.0,0.048233262440914464
POTTERING MUG,3990.71,0.04820560048975251
DOORMAT MERRY CHRISTMAS RED ,3986.44,0.048154021218371916
CHILDREN'S APRON DOLLY GIRL ,3974.28,0.04800713504975646
PINK FLORAL FELTCRAFT SHOULDER BAG,3968.63,0.04793888613095076
HOME SWEET HOME BLACKBOARD,3965.0299999999997,0.0478954000941896
SET OF 3 CAKE TINS SKETCHBOOK,3942.82,0.047627115406282595
MEDIUM CERAMIC TOP STORAGE JAR,3937.09,0.04755790013110442
HEART SHAPED HOLLY WREATH,3929.03,0.04746053972657806
POPPY'S PLAYHOUSE KITCHEN,3889.61,0.046984367624043406
VINTAGE CHRISTMAS CAKE FRILL,3879.4500000000003,0.04686164036473971
LANDMARK FRAME BAKER STREET ,3867.85,0.04672151869073154
PACK 3 BOXES BIRD PANNETONE ,3863.0,0.04666293333565054
12 PENCILS SMALL TUBE SKULL,3862.65,0.04665870552652098
BAG 250g SWIRLY MARBLES,3852.52,0.04653634065085695
SET/6 PINK  BUTTERFLY T-LIGHTS,3849.7400000000002,0.046502759766913614
ZINC T-LIGHT HOLDER STARS SMALL,3843.4600000000005,0.04642690079167471
REGENCY SUGAR TONGS,3835.3,0.04632833244168276
PINK DRAWER KNOB ACRYLIC EDWARDIAN,3827.97,0.04623979003905518
SMALL CERAMIC TOP STORAGE JAR ,3818.99,0.046131316536245415
CHILDRENS CUTLERY CIRCUS PARADE,3815.09,0.0460842066630875
VINTAGE DOILY DELUXE SEWING KIT ,3808.15,0.04600037524777571
METAL SIGN HER DINNER IS SERVED ,3802.5,0.04593212632897001
ROUND CAKE TIN VINTAGE GREEN,3784.1800000000003,0.045710830719674356
HOLIDAY FUN LUDO,3780.71,0.04566891501201847
RECYCLED ACAPULCO MAT GREEN,3755.3,0.04536197606921265
PACK OF 12 TRADITIONAL CRAYONS,3753.63,0.04534180337993733
SET OF 36 DOILIES PANTRY DESIGN,3751.77,0.0453193355942774
GLASS APOTHECARY BOTTLE PERFUME,3732.04,0.04508100795391696
DOORMAT VINTAGE LEAF,3709.12,0.044804146853204274
WALL ART STOP FOR TEA ,3706.53,0.044772861065645556
LARGE CAKE STAND  HANGING STRAWBERY,3705.6299999999997,0.04476198955645526
BUFFALO BILL TREASURE BOOK BOX,3705.57,0.044761264789175914
FELTCRAFT DOLL EMILY,3690.85,0.04458345521664141
GIN AND TONIC MUG,3687.9,0.04454782082540658
BULL DOG BOTTLE OPENER,3685.15,0.04451460232510292
ANTIQUE HEART SHELF UNIT,3679.5,0.04444635340629721
SET OF 6 HERB TINS SKETCHBOOK,3678.2400000000002,0.04443113329343081
60 CAKE CASES DOLLY GIRL DESIGN,3669.6099999999997,0.04432688759975059
WATERING CAN BLUE ELEPHANT,3667.15,0.04429717214129714
SET OF 60 I LOVE LONDON CAKE CASES ,3662.5,0.04424100267714732
VINTAGE CREAM 3 BASKET CAKE STAND,3652.6299999999997,0.04412177845969381
POPPY'S PLAYHOUSE BEDROOM ,3645.85,0.04403987975712697
CHARLOTTE BAG VINTAGE ALPHABET ,3644.27,0.04402079421877069
VICTORIAN SEWING BOX MEDIUM,3639.04,0.043957618670920455
TRADITIONAL WOODEN CATCH CUP GAME ,3635.5,0.043914857401438655
PINK POLKADOT BOWL,3633.83,0.04389468471216334
LARGE RED RETROSPOT WINDMILL,3628.2,0.04382667738245075
CHRISTMAS TOILET ROLL,3623.14,0.04376555534189202
ROLL WRAP 50'S CHRISTMAS,3604.14,0.043536045703430365
EMPIRE DESIGN ROSETTE,3596.42,0.04344279231348701
TRADITIONAL CHRISTMAS RIBBONS,3587.7999999999997,0.04333866741435334
ILLUSTRATED CAT BOWL ,3583.77,0.04328998721209017
RED RETROSPOT CHILDRENS UMBRELLA,3564.66,0.04305914883361637
GUMBALL MAGAZINE RACK,3556.79,0.04296408352547462
RECYCLED ACAPULCO MAT RED,3548.0,0.042857905119049466
PANTRY SCRUBBING BRUSH,3532.89,0.04267538455919918
CREAM SWEETHEART EGG HOLDER,3532.4500000000003,0.042670069599150595
36 FOIL HEART CAKE CASES,3531.17,0.04265460789719107
RED RETROSPOT OVEN GLOVE ,3523.38,0.04256050894542179
FOOD COVER WITH BEADS SET 2 ,3515.17,0.04246133662269705
CHRISTMAS STAR WISH LIST CHALKBOARD,3504.48,0.04233220725242573
PICNIC BOXES SET OF 3 RETROSPOT ,3503.35,0.042318557468664586
SMALL RED RETROSPOT WINDMILL,3502.95,0.04231372568680223
CHRISTMAS LIGHTS 10 SANTAS ,3495.9,0.04222856553147831
LARGE ANTIQUE WHITE PHOTO FRAME,3490.51,0.04216345727088314
BISCUIT TIN VINTAGE RED,3482.35,0.042064888920891184
SCANDINAVIAN REDS RIBBONS,3473.45,0.041957381774453885
GLASS BON BON JAR,3469.62,0.04191111746312187
STRAWBERRY FAIRY CAKE TEAPOT,3443.7000000000003,0.04159801799844157
CAMOUFLAGE DESIGN TEDDY,3442.95,0.04158895840744965
DOORMAT PEACE ON EARTH BLUE,3442.04,0.0415779661037128
RETROSPOT GIANT TUBE MATCHES,3439.95,0.041552720043482025
ROLL WRAP VINTAGE CHRISTMAS,3435.39,0.041497637730251224
GREEN METAL BOX ARMY SUPPLIES,3424.89,0.04137080345636452
JUMBO BAG SCANDINAVIAN PAISLEY,3421.8,0.04133347794147787
STORAGE TIN VINTAGE DOILY ,3421.23,0.041326592652324017
AIRLINE BAG VINTAGE TOKYO 78,3414.98,0.04125109606072479
CLASSIC CHROME BICYCLE BELL ,3413.95,0.041238654222429234
RED RETROSPOT SUGAR JAM BOWL,3412.5,0.04122113901317822
SET OF 6 T-LIGHTS SANTA,3410.36,0.04119528898021464
FANCY FONTS BIRTHDAY WRAP,3409.0,0.04117886092188265
WALL ART BICYCLE SAFETY,3406.57,0.041149507847068875
SET 3 WICKER STORAGE BASKETS ,3399.95,0.04106954185724696
MISTLETOE HEART WREATH GREEN,3398.27,0.04104924837342509
PAPER BUNTING VINTAGE PAISLEY,3395.5499999999997,0.041016392256761104
BAG 125g SWIRLY MARBLES,3395.23,0.04101252683127123
FIRST AID TIN,3390.6,0.04095659895621452
BUNDLE OF 3 RETRO NOTE BOOKS,3388.4,0.04093002415597159
GAOLERS KEYS DECORATIVE GARDEN ,3385.94,0.040900308697518144
PARISIENNE KEY CABINET ,3380.45,0.040833992491457374
RECIPE BOX BLUE SKETCHBOOK DESIGN,3359.96,0.04058648446555847
FOOD CONTAINER SET 3 LOVE HEART ,3356.77,0.04054795100520622
ENCHANTED BIRD COATHANGER 5 HOOK,3355.85,0.04053683790692282
FAIRY TALE COTTAGE NIGHTLIGHT,3350.85,0.04047644063364343
PAINT YOUR OWN CANVAS SET,3340.83,0.040355404497991555
BICYCLE PUNCTURE REPAIR KIT ,3336.7200000000003,0.04030575793935591
GYMKHANA TREASURE BOOK BOX,3334.58,0.040279907906392326
BLUE POLKADOT PLATE ,3334.12,0.040274351357250625
WOODEN HEART CHRISTMAS SCANDINAVIAN,3332.85,0.040259010449837665
LUNCH BAG SUKI  DESIGN ,3328.3,0.040204048931153424
SET OF 6 SNACK LOAF BAKING CASES,3326.15,0.040178078103643294
EASTER CRAFT 4 CHICKS ,3326.1,0.040177474130910495
PACK OF 20 NAPKINS RED APPLES,3323.84,0.04015017456338822
SET OF 12 FORK CANDLES,3316.46,0.04006102818802785
ANTIQUE SILVER BAUBLE LAMP  ,3308.95,0.03997031148356221
TRADITIONAL NAUGHTS & CROSSES,3300.9,0.03987307187358241
PEG BAG APPLES DESIGN,3290.4700000000003,0.039747083161521625
COLOURED GLASS STAR T-LIGHT HOLDER,3277.42,0.039589446278262434
DRAWER KNOB CRACKLE GLAZE IVORY,3272.7,0.03953243125228669
I LOVE LONDON BABY GIFT SET,3262.55,0.03940982478752955
IVORY WICKER HEART LARGE,3252.4500000000003,0.039287822295505204
RED RETROSPOT TRADITIONAL TEAPOT ,3248.5,0.03924010844961449
SET OF 5 MINI GROCERY MAGNETS,3247.3,0.03922561310402744
HAPPY STENCIL CRAFT,3243.35,0.03917789925813672
ZINC HERB GARDEN CONTAINER,3236.07,0.03908996082824195
S/6 WOODEN SKITTLES IN COTTON BAG,3234.66,0.03907292879717716
SET OF 9 HEART SHAPED BALLOONS,3230.79,0.03902618130765892
WICKER STAR ,3219.6,0.03889101221005966
TEA BAG PLATE RED RETROSPOT,3211.59,0.03879425577826609
IVORY GIANT GARDEN THERMOMETER,3206.4500000000003,0.038732167381334885
TEA TIME KITCHEN APRON,3201.77,0.03867563553354538
PARISIENNE CURIO CABINET,3197.45,0.038623452289431995
GLASS APOTHECARY BOTTLE TONIC,3187.39,0.03850193297559388
PARISIENNE SEWING BOX,3181.6,0.03843199293313635
NOVELTY BISCUITS CAKE STAND 3 TIER,3177.17,0.03837848094901082
MIRRORED DISCO BALL ,3176.5,0.038370387714391385
WRAP ALPHABET DESIGN,3175.5,0.038358308259735505
METAL SIGN DROP YOUR PANTS,3169.44,0.038285106764520904
BLUE POLKADOT BOWL,3163.65,0.038215166722063376
SET 3 SONG BIRD PAPER EGGS ASSORTED,3159.75,0.03816805684890546
ANTIQUE GLASS PEDESTAL BOWL,3141.21,0.037944103759585505
ROLL WRAP VINTAGE SPOT ,3139.4,0.037922239946658366
WOODLAND MINI BACKPACK,3133.6000000000004,0.03785217910965429
CAKE STAND 3 TIER MAGIC GARDEN,3115.65,0.037635352898581304
SPACEBOY BIRTHDAY CARD,3115.1,0.03762870919852057
PACK OF 12 COLOURED PENCILS,3110.44,0.03757241893982419
PHARMACIE FIRST AID TIN,3106.06,0.03751951092843145
FELTCRAFT GIRL NICOLE KIT,3105.44,0.03751202166654481
WHITE ROCKING HORSE HAND PAINTED,3091.74,0.0373465331377593
SET OF 60 VINTAGE LEAF CAKE CASES ,3091.61,0.03734496280865404
WATERING CAN PINK BUNNY,3065.48,0.03702932665849599
6 GIFT TAGS VINTAGE CHRISTMAS ,3058.86,0.03694936066867409
WOODEN STAR CHRISTMAS SCANDINAVIAN,3051.5899999999997,0.03686154303332586
FRENCH ENAMEL CANDLEHOLDER,3030.36,0.03660509621098161
SET OF 4 KNICK KNACK TINS POPPIES,3026.6,0.036559677461475516
MINT DINER WALL CLOCK,3026.0,0.036552429788681985
GREEN 3 PIECE POLKADOT CUTLERY SET,3019.23,0.0364706518806617
"TRAY, BREAKFAST IN BED",3015.15,0.03642136770566573
BABUSHKA LIGHTS STRING OF 10,3012.94,0.03639467211087624
RIBBON REEL SNOWY VILLAGE,3002.53,0.03626892498790857
20 DOLLY PEGS RETROSPOT,2997.2999999999997,0.03620574944005833
PINK  POLKADOT PLATE ,2997.19,0.03620442070004619
DOORMAT CHRISTMAS VILLAGE,2991.7,0.03613810449398542
16 PIECE CUTLERY SET PANTRY DESIGN,2986.3999999999996,0.03607408338430928
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2982.37,0.0360254031820461
COFFEE MUG DOG + BALL DESIGN,2978.4900000000002,0.03597853489798131
CLASSIC CAFE SUGAR DISPENSER,2971.49,0.035893978715390164
WRAP ENGLISH ROSE ,2969.92,0.03587501397158044
FINE WICKER HEART ,2967.02,0.035839983553078394
LARGE DECO JEWELLERY STAND,2965.3,0.03581920689107029
SPACEBOY BEAKER,2963.25,0.03579444400902575
IVORY HANGING DECORATION  HEART,2950.8399999999997,0.03564453797674631
WHITE WICKER STAR ,2948.4,0.035615064107385984
DOILEY STORAGE TIN,2920.5299999999997,0.035278409706126695
COLOURING PENCILS BROWN TUBE,2917.73,0.03524458723309025
GLASS APOTHECARY BOTTLE ELIXIR,2916.23,0.035226468051106435
SET OF 4 KNICK KNACK TINS LEAF,2913.95,0.035198926894491035
SWEETHEART BIRD HOUSE,2891.95,0.03493317889206175
OFFICE MUG WARMER BLACK+SILVER ,2890.1,0.03491083190094839
BATHROOM METAL SIGN,2889.95,0.03490901998275
SET OF SALT AND PEPPER TOADSTOOLS,2885.16,0.03485115939494835
VINTAGE BLUE KITCHEN CABINET,2885.0,0.034849226682203416
VINTAGE  2 METER FOLDING RULER,2881.02,0.03480115045267303
3 HOOK HANGER MAGIC GARDEN,2880.4500000000003,0.034794265163519175
CABIN BAG VINTAGE RETROSPOT,2879.85,0.03478701749072565
JAM JAR WITH PINK LID,2875.35,0.0347326599447742
DINOSAUR LUNCH BOX WITH CUTLERY,2863.68,0.03459169270894013
CHRISTMAS PUDDING TRINKET POT ,2861.42,0.03456439314141785
BOYS VINTAGE TIN SEASIDE BUCKET,2860.52,0.03455352163222756
FOUR HOOK  WHITE LOVEBIRDS,2856.57,0.03450580778633685
SET OF 36 PAISLEY FLOWER DOILIES,2854.06,0.0344754883551506
VICTORIAN  METAL POSTCARD SPRING,2851.59,0.03444565210215059
DRAWER KNOB CERAMIC IVORY,2850.3399999999997,0.03443055278383073
RED GINGHAM ROSE JEWELLERY BOX,2843.1,0.034343097532122197
RED BABY BUNTING ,2842.15,0.03433162205019911
PACK 3 BOXES CHRISTMAS PANNETONE,2837.9,0.03428028436791164
LARGE HEART MEASURING SPOONS,2835.27,0.03424851540216668
DOLLY GIRL MINI BACKPACK,2834.8,0.03424283805847842
DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,0.03422955065835696
EMBOSSED GLASS TEALIGHT HOLDER,2831.84,0.034207082872697026
TREASURE TIN BUFFALO BILL ,2829.92,0.03418389031975774
POTTING SHED TEA MUG,2825.07,0.03412530496467674
SUKI  SHOULDER BAG,2822.72,0.03409691824623543
TABLECLOTH RED APPLES DESIGN ,2821.95,0.034087617066150405
CHARLIE AND LOLA FIGURES TINS,2808.0499999999997,0.033919712646433724
SET 12 KIDS COLOUR  CHALK STICKS,2807.56,0.03391379371365235
BOX OF 24 COCKTAIL PARASOLS,2806.05,0.03389555373712197
RETRO COFFEE MUGS ASSORTED,2801.48,0.033840350629344616
TOILET SIGN OCCUPIED OR VACANT,2796.07,0.03377500077965633
LOVEBIRD HANGING DECORATION WHITE ,2792.27,0.033729098851964
ANTIQUE TALL SWIRLGLASS TRINKET POT,2790.88,0.03371230840999233
DECORATIVE WICKER HEART LARGE,2789.7000000000003,0.03369805465349839
HANGING METAL STAR LANTERN,2785.93,0.03365251510944574
HOME SWEET HOME CUSHION COVER ,2782.5,0.03361108257997609
RED RETROSPOT CUP,2779.19,0.03357109958506513
RIBBON REEL HEARTS DESIGN ,2759.39,0.03333192638287878
WOODLAND PARTY BAG + STICKER SET,2747.66,0.03319023437976535
GLASS  BEURRE DISH,2745.93,0.03316933692321068
 DOLLY GIRL BEAKER,2745.75,0.03316716262137262
CHEST NATURAL WOOD 20 DRAWERS,2745.0,0.03315810303038071
SPACEBOY CHILDRENS BOWL,2744.65,0.03315387522125116
GIRLS VINTAGE TIN SEASIDE BUCKET,2736.75,0.033058447529469744
MOROCCAN TEA GLASS,2735.15,0.03303912040202034
RETROSPOT LAMP,2728.2,0.032955168192161995
RECYCLED ACAPULCO MAT BLUE,2724.85,0.03291470201906481
BLUE POLKADOT WRAP,2715.5,0.03280175911803237
6 GIFT TAGS 50'S CHRISTMAS ,2711.09,0.03274848872299995
POPPY'S PLAYHOUSE LIVINGROOM ,2699.42,0.03260752148716587
CHILDREN'S SPACEBOY MUG,2690.06,0.03249445779158687
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2687.84,0.03246764140225083
MINI WOODEN HAPPY BIRTHDAY GARLAND,2684.06,0.03242198106365161
TROPICAL  HONEYCOMB PAPER GARLAND ,2669.7,0.032248520094793225
RETROSPOT RED WASHING UP GLOVES,2666.28,0.032207208359870135
BLACK AND WHITE CAT BOWL,2661.8999999999996,0.03215430034847739
RIBBON REEL CHRISTMAS SOCK BAUBLE,2659.89,0.032130020644619076
SINGLE ANTIQUE ROSE HOOK IVORY,2648.2,0.03198881181969188
SET OF 4 NAPKIN CHARMS CUTLERY,2642.86,0.0319243075318295
SPACEBOY GIFT WRAP,2631.34,0.03178515221419381
SET OF 6 T-LIGHTS SNOWMEN,2628.38,0.03174939702841242
BLUE PARTY BAGS ,2619.7400000000002,0.031645030540185644
BISCUIT TIN VINTAGE GREEN,2617.63,0.03161954289086174
STOOL HOME SWEET HOME ,2613.0,0.031563615015805034
UTILTY CABINET WITH HOOKS,2610.29,0.031530879693687605
RED ROCKING HORSE HAND PAINTED,2601.5,0.031424701287262456
CAKE PLATE LOVEBIRD WHITE,2599.2,0.031396918541553936
PINK POLKADOT WRAP ,2593.0,0.031322025922687506
RED HEART SHAPE LOVE BUCKET ,2591.02,0.03129810860246887
RIBBON REEL LACE DESIGN ,2584.8,0.03122297439450932
RECYCLED ACAPULCO MAT PINK,2581.65,0.03118492411234331
12 MESSAGE CARDS WITH ENVELOPES,2578.65,0.031148685748375683
REGENCY CAKE SLICE,2574.26,0.03109565694243639
STOP FOR TEA WALL ART,2572.7,0.031076812993173216
ROSE CARAVAN DOORSTOP,2567.61,0.031015328568974803
SILVER BELLS TABLE DECORATION,2560.85,0.030933671455501077
GREEN CHRISTMAS TREE CARD HOLDER,2547.5699999999997,0.030773256297671036
